age,age_basket,job,marital,education,balance,balance_basket,default,housing,loan,contact,day,month,duration,duration_mins,duration_bucket,campaign,campaign_capped,pdays,previous,poutcome,term_deposit,term_deposit_numeric
40,35-49,admin.,married,secondary,100,Low (0-500),no,yes,no,cellular,9,feb,38,0.63,<1 min,8,8,-1,0,unknown,no,0
46,35-49,admin.,married,unknown,1106,Medium (500-2K),no,no,no,telephone,9,feb,14,0.23,<1 min,13,10,-1,0,unknown,no,0
35,35-49,management,married,tertiary,354,Low (0-500),no,no,yes,cellular,9,feb,117,1.95,1-3 mins,4,4,12,2,other,no,0
35,35-49,unemployed,single,primary,-84,Negative,yes,no,no,cellular,9,feb,19,0.32,<1 min,11,10,-1,0,unknown,no,0
33,25-34,technician,single,secondary,0,Negative,no,yes,yes,cellular,9,feb,47,0.78,<1 min,2,2,12,4,other,no,0
30,25-34,blue-collar,married,primary,243,Low (0-500),no,no,yes,cellular,9,feb,133,2.22,1-3 mins,2,2,213,2,failure,no,0
38,35-49,blue-collar,married,secondary,452,Low (0-500),no,yes,no,cellular,9,feb,69,1.15,1-3 mins,4,4,-1,0,unknown,no,0
34,25-34,blue-collar,single,primary,1702,Medium (500-2K),no,no,no,cellular,9,feb,22,0.37,<1 min,4,4,-1,0,unknown,no,0
36,35-49,blue-collar,married,secondary,106,Low (0-500),no,yes,no,telephone,9,feb,51,0.85,<1 min,5,5,-1,0,unknown,no,0
56,50-66,technician,divorced,secondary,0,Negative,no,yes,no,cellular,9,feb,139,2.32,1-3 mins,5,5,265,4,failure,no,0
53,50-66,blue-collar,divorced,primary,559,Medium (500-2K),no,no,no,telephone,9,feb,16,0.27,<1 min,5,5,-1,0,unknown,no,0
43,35-49,blue-collar,married,secondary,130,Low (0-500),no,yes,no,cellular,9,feb,146,2.43,1-3 mins,3,3,256,1,failure,no,0
29,25-34,admin.,single,secondary,103,Low (0-500),no,no,no,cellular,9,feb,502,8.37,5-10 mins,5,5,-1,0,unknown,no,0
32,25-34,blue-collar,married,primary,183,Low (0-500),no,yes,no,cellular,9,feb,308,5.13,5-10 mins,4,4,208,3,other,no,0
27,25-34,blue-collar,single,secondary,539,Medium (500-2K),no,yes,no,cellular,9,feb,268,4.47,3-5 mins,5,5,252,2,failure,no,0
33,25-34,technician,married,secondary,0,Negative,no,yes,no,cellular,9,feb,176,2.93,1-3 mins,2,2,262,2,failure,no,0
33,25-34,technician,married,tertiary,79,Low (0-500),no,yes,yes,cellular,9,feb,390,6.5,5-10 mins,8,8,-1,0,unknown,no,0
40,35-49,management,married,tertiary,89,Low (0-500),no,yes,yes,telephone,9,feb,148,2.47,1-3 mins,6,6,-1,0,unknown,no,0
27,25-34,blue-collar,married,secondary,556,Medium (500-2K),no,yes,no,cellular,9,feb,11,0.18,<1 min,7,7,-1,0,unknown,no,0
32,25-34,admin.,divorced,secondary,298,Low (0-500),no,yes,no,cellular,9,feb,12,0.2,<1 min,4,4,-1,0,unknown,no,0
28,25-34,self-employed,single,secondary,5679,High (2K+),no,yes,no,cellular,9,feb,701,11.68,10+ mins,4,4,-1,0,unknown,yes,1
37,35-49,entrepreneur,married,secondary,1290,Medium (500-2K),no,no,no,cellular,9,feb,87,1.45,1-3 mins,2,2,-1,0,unknown,no,0
39,35-49,services,married,tertiary,1493,Medium (500-2K),no,no,no,cellular,9,feb,912,15.2,10+ mins,3,3,-1,0,unknown,yes,1
32,25-34,unemployed,married,unknown,881,Medium (500-2K),no,no,no,cellular,9,feb,79,1.32,1-3 mins,5,5,-1,0,unknown,no,0
45,35-49,management,married,secondary,1134,Medium (500-2K),no,no,yes,cellular,9,feb,102,1.7,1-3 mins,4,4,-1,0,unknown,no,0
31,25-34,management,married,tertiary,395,Low (0-500),no,yes,no,cellular,9,feb,155,2.58,1-3 mins,3,3,-1,0,unknown,no,0
52,50-66,management,married,tertiary,749,Medium (500-2K),no,no,yes,cellular,9,feb,342,5.7,5-10 mins,2,2,-1,0,unknown,no,0
31,25-34,services,married,secondary,655,Medium (500-2K),no,no,yes,cellular,9,feb,190,3.17,3-5 mins,6,6,-1,0,unknown,no,0
28,25-34,technician,single,secondary,313,Low (0-500),no,no,no,cellular,9,feb,1183,19.72,10+ mins,2,2,-1,0,unknown,yes,1
35,35-49,technician,single,secondary,694,Medium (500-2K),no,no,no,cellular,9,feb,29,0.48,<1 min,2,2,-1,0,unknown,no,0
43,35-49,management,married,tertiary,938,Medium (500-2K),no,yes,no,cellular,9,feb,71,1.18,1-3 mins,2,2,-1,0,unknown,no,0
39,35-49,technician,divorced,secondary,1972,Medium (500-2K),no,yes,no,cellular,9,feb,82,1.37,1-3 mins,3,3,-1,0,unknown,no,0
34,25-34,admin.,single,secondary,1,Low (0-500),no,yes,no,cellular,9,feb,185,3.08,3-5 mins,7,7,280,1,other,no,0
32,25-34,blue-collar,married,secondary,322,Low (0-500),no,yes,yes,cellular,9,feb,117,1.95,1-3 mins,3,3,-1,0,unknown,no,0
35,35-49,management,married,tertiary,182,Low (0-500),no,no,no,cellular,9,feb,27,0.45,<1 min,7,7,-1,0,unknown,no,0
37,35-49,blue-collar,married,secondary,408,Low (0-500),no,yes,no,telephone,9,feb,28,0.47,<1 min,9,9,-1,0,unknown,no,0
59,50-66,services,married,secondary,968,Medium (500-2K),no,no,no,cellular,9,feb,105,1.75,1-3 mins,2,2,-1,0,unknown,no,0
52,50-66,admin.,married,secondary,-462,Negative,no,yes,no,cellular,9,feb,172,2.87,1-3 mins,5,5,-1,0,unknown,no,0
45,35-49,unemployed,single,primary,2249,High (2K+),no,yes,no,cellular,9,feb,247,4.12,3-5 mins,5,5,-1,0,unknown,no,0
49,35-49,blue-collar,married,primary,3103,High (2K+),no,no,no,cellular,9,feb,26,0.43,<1 min,5,5,-1,0,unknown,no,0
33,25-34,unemployed,single,secondary,559,Medium (500-2K),no,yes,no,cellular,9,feb,18,0.3,<1 min,6,6,-1,0,unknown,no,0
48,35-49,management,married,tertiary,0,Negative,yes,no,yes,cellular,9,feb,18,0.3,<1 min,8,8,-1,0,unknown,no,0
58,50-66,unemployed,divorced,secondary,729,Medium (500-2K),no,no,yes,cellular,9,feb,60,1.0,<1 min,2,2,-1,0,unknown,no,0
57,50-66,management,married,tertiary,105,Low (0-500),no,no,no,cellular,9,feb,415,6.92,5-10 mins,4,4,-1,0,unknown,no,0
44,35-49,technician,married,secondary,-393,Negative,no,no,no,cellular,9,feb,45,0.75,<1 min,6,6,-1,0,unknown,no,0
47,35-49,services,single,secondary,870,Medium (500-2K),no,yes,no,cellular,9,feb,36,0.6,<1 min,7,7,-1,0,unknown,no,0
57,50-66,unemployed,married,unknown,288,Low (0-500),no,no,no,cellular,9,feb,42,0.7,<1 min,3,3,-1,0,unknown,no,0
32,25-34,technician,married,secondary,106,Low (0-500),no,no,no,cellular,9,feb,12,0.2,<1 min,8,8,174,9,other,no,0
41,35-49,entrepreneur,married,tertiary,367,Low (0-500),no,no,yes,cellular,9,feb,13,0.22,<1 min,5,5,-1,0,unknown,no,0
31,25-34,self-employed,single,tertiary,1815,Medium (500-2K),no,no,no,telephone,9,feb,1541,25.68,10+ mins,1,1,-1,0,unknown,yes,1
45,35-49,blue-collar,divorced,primary,1512,Medium (500-2K),no,yes,no,cellular,9,feb,13,0.22,<1 min,11,10,-1,0,unknown,no,0
27,25-34,admin.,single,secondary,-550,Negative,no,yes,no,cellular,9,feb,176,2.93,1-3 mins,3,3,195,15,other,no,0
39,35-49,management,divorced,secondary,132,Low (0-500),no,yes,no,cellular,9,feb,170,2.83,1-3 mins,2,2,-1,0,unknown,no,0
30,25-34,management,single,tertiary,3773,High (2K+),no,yes,no,cellular,9,feb,75,1.25,1-3 mins,4,4,258,1,failure,no,0
27,25-34,management,single,tertiary,317,Low (0-500),no,no,no,cellular,9,feb,59,0.98,<1 min,3,3,-1,0,unknown,no,0
50,50-66,housemaid,married,primary,3690,High (2K+),no,no,no,cellular,9,feb,13,0.22,<1 min,6,6,-1,0,unknown,no,0
33,25-34,technician,married,secondary,1029,Medium (500-2K),no,yes,no,cellular,9,feb,345,5.75,5-10 mins,5,5,-1,0,unknown,no,0
40,35-49,management,married,secondary,99,Low (0-500),no,no,no,cellular,9,feb,15,0.25,<1 min,5,5,-1,0,unknown,no,0
32,25-34,self-employed,single,tertiary,-359,Negative,no,yes,no,cellular,9,feb,122,2.03,1-3 mins,3,3,-1,0,unknown,no,0
27,25-34,management,married,tertiary,1918,Medium (500-2K),no,no,no,cellular,9,feb,61,1.02,1-3 mins,1,1,-1,0,unknown,no,0
59,50-66,retired,married,primary,413,Low (0-500),no,yes,yes,cellular,9,feb,109,1.82,1-3 mins,5,5,-1,0,unknown,no,0
32,25-34,self-employed,single,secondary,360,Low (0-500),no,yes,no,cellular,9,feb,175,2.92,1-3 mins,3,3,259,4,failure,no,0
41,35-49,admin.,single,secondary,242,Low (0-500),no,no,yes,cellular,9,feb,116,1.93,1-3 mins,3,3,-1,0,unknown,no,0
32,25-34,services,married,secondary,183,Low (0-500),no,yes,no,cellular,9,feb,17,0.28,<1 min,10,10,-1,0,unknown,no,0
41,35-49,management,married,tertiary,371,Low (0-500),no,no,no,cellular,9,feb,107,1.78,1-3 mins,5,5,-1,0,unknown,no,0
40,35-49,management,married,tertiary,16,Low (0-500),no,no,yes,cellular,9,feb,47,0.78,<1 min,4,4,-1,0,unknown,no,0
30,25-34,unemployed,single,primary,15261,High (2K+),no,no,no,cellular,9,feb,43,0.72,<1 min,5,5,-1,0,unknown,no,0
45,35-49,blue-collar,married,secondary,52,Low (0-500),no,yes,no,cellular,9,feb,122,2.03,1-3 mins,3,3,-1,0,unknown,no,0
33,25-34,blue-collar,single,tertiary,700,Medium (500-2K),no,no,no,cellular,9,feb,126,2.1,1-3 mins,1,1,88,1,success,yes,1
30,25-34,admin.,married,secondary,2174,High (2K+),no,yes,no,cellular,9,feb,191,3.18,3-5 mins,1,1,-1,0,unknown,no,0
66,50-66,retired,married,primary,206,Low (0-500),no,no,no,cellular,9,feb,479,7.98,5-10 mins,1,1,-1,0,unknown,yes,1
76,67+,retired,married,primary,2590,High (2K+),no,no,no,telephone,9,feb,68,1.13,1-3 mins,12,10,-1,0,unknown,no,0
26,25-34,admin.,single,secondary,255,Low (0-500),no,no,no,cellular,9,feb,190,3.17,3-5 mins,1,1,-1,0,unknown,yes,1
30,25-34,admin.,single,secondary,270,Low (0-500),no,no,no,cellular,9,feb,123,2.05,1-3 mins,1,1,-1,0,unknown,yes,1
36,35-49,admin.,married,secondary,0,Negative,no,yes,yes,cellular,9,feb,101,1.68,1-3 mins,2,2,-1,0,unknown,no,0
48,35-49,management,single,unknown,1009,Medium (500-2K),no,yes,no,cellular,9,feb,138,2.3,1-3 mins,5,5,256,1,other,no,0
32,25-34,blue-collar,married,secondary,0,Negative,no,yes,no,cellular,9,feb,7,0.12,<1 min,7,7,-1,0,unknown,no,0
38,35-49,management,married,secondary,844,Medium (500-2K),no,no,no,cellular,9,feb,12,0.2,<1 min,7,7,-1,0,unknown,no,0
36,35-49,self-employed,married,secondary,1245,Medium (500-2K),no,yes,no,cellular,9,feb,8,0.13,<1 min,7,7,248,9,success,no,0
31,25-34,technician,single,secondary,2088,High (2K+),no,no,no,cellular,9,feb,15,0.25,<1 min,14,10,-1,0,unknown,no,0
28,25-34,technician,single,tertiary,4987,High (2K+),no,no,no,cellular,9,feb,253,4.22,3-5 mins,21,10,-1,0,unknown,yes,1
28,25-34,admin.,single,secondary,659,Medium (500-2K),no,no,no,cellular,9,feb,70,1.17,1-3 mins,2,2,-1,0,unknown,no,0
26,25-34,student,single,secondary,477,Low (0-500),no,no,no,cellular,9,feb,58,0.97,<1 min,2,2,-1,0,unknown,no,0
33,25-34,housemaid,single,secondary,191,Low (0-500),no,no,no,cellular,9,feb,118,1.97,1-3 mins,2,2,-1,0,unknown,no,0
56,50-66,management,divorced,tertiary,505,Medium (500-2K),no,no,no,cellular,9,feb,108,1.8,1-3 mins,2,2,199,3,other,no,0
39,35-49,blue-collar,married,secondary,20,Low (0-500),no,yes,no,cellular,9,feb,686,11.43,10+ mins,5,5,279,1,failure,no,0
52,50-66,technician,married,unknown,2709,High (2K+),no,yes,no,telephone,9,feb,48,0.8,<1 min,7,7,-1,0,unknown,no,0
46,35-49,services,married,secondary,561,Medium (500-2K),no,yes,no,cellular,9,feb,84,1.4,1-3 mins,4,4,256,7,failure,no,0
34,25-34,admin.,married,secondary,764,Medium (500-2K),no,no,no,cellular,9,feb,89,1.48,1-3 mins,2,2,-1,0,unknown,no,0
29,25-34,unemployed,single,tertiary,0,Negative,no,yes,no,cellular,9,feb,102,1.7,1-3 mins,3,3,12,3,other,no,0
40,35-49,technician,married,tertiary,516,Medium (500-2K),no,yes,no,cellular,9,feb,175,2.92,1-3 mins,5,5,12,1,other,no,0
29,25-34,management,married,secondary,160,Low (0-500),no,no,no,cellular,9,feb,844,14.07,10+ mins,2,2,-1,0,unknown,no,0
29,25-34,management,single,tertiary,176,Low (0-500),no,no,no,cellular,9,feb,204,3.4,3-5 mins,2,2,-1,0,unknown,no,0
43,35-49,unemployed,married,tertiary,58,Low (0-500),no,yes,no,cellular,9,feb,48,0.8,<1 min,4,4,-1,0,unknown,no,0
48,35-49,technician,married,tertiary,150,Low (0-500),no,yes,no,cellular,9,feb,168,2.8,1-3 mins,2,2,203,7,failure,no,0
34,25-34,admin.,married,secondary,0,Negative,no,yes,no,cellular,9,feb,30,0.5,<1 min,4,4,-1,0,unknown,no,0
31,25-34,unemployed,single,tertiary,381,Low (0-500),no,yes,no,cellular,9,feb,42,0.7,<1 min,2,2,-1,0,unknown,no,0
27,25-34,management,single,tertiary,10,Low (0-500),no,no,no,cellular,9,feb,17,0.28,<1 min,3,3,-1,0,unknown,no,0
54,50-66,blue-collar,married,secondary,2047,High (2K+),no,no,no,telephone,9,feb,150,2.5,1-3 mins,7,7,194,6,failure,no,0
49,35-49,blue-collar,single,primary,48,Low (0-500),no,no,no,cellular,9,feb,433,7.22,5-10 mins,3,3,-1,0,unknown,no,0
27,25-34,unemployed,single,secondary,154,Low (0-500),no,no,no,telephone,9,feb,24,0.4,<1 min,5,5,-1,0,unknown,no,0
48,35-49,blue-collar,married,secondary,861,Medium (500-2K),no,no,no,telephone,9,feb,49,0.82,<1 min,6,6,-1,0,unknown,no,0
29,25-34,technician,single,secondary,28,Low (0-500),no,no,no,cellular,9,feb,96,1.6,1-3 mins,2,2,-1,0,unknown,no,0
35,35-49,blue-collar,single,secondary,0,Negative,no,yes,no,cellular,9,feb,226,3.77,3-5 mins,3,3,280,1,other,no,0
42,35-49,services,divorced,primary,0,Negative,no,yes,no,cellular,9,feb,216,3.6,3-5 mins,2,2,-1,0,unknown,no,0
35,35-49,blue-collar,married,secondary,-100,Negative,no,yes,no,telephone,9,feb,13,0.22,<1 min,7,7,272,9,failure,no,0
28,25-34,admin.,single,tertiary,164,Low (0-500),no,yes,no,cellular,9,feb,92,1.53,1-3 mins,7,7,-1,0,unknown,no,0
58,50-66,blue-collar,married,primary,42,Low (0-500),no,yes,no,cellular,9,feb,96,1.6,1-3 mins,6,6,264,3,failure,no,0
60,50-66,technician,married,secondary,21,Low (0-500),no,no,no,telephone,9,feb,172,2.87,1-3 mins,4,4,-1,0,unknown,no,0
40,35-49,entrepreneur,divorced,secondary,201,Low (0-500),no,yes,no,cellular,9,feb,25,0.42,<1 min,2,2,-1,0,unknown,no,0
30,25-34,technician,single,secondary,237,Low (0-500),no,no,no,cellular,9,feb,112,1.87,1-3 mins,2,2,-1,0,unknown,no,0
37,35-49,management,married,tertiary,784,Medium (500-2K),no,yes,no,cellular,9,feb,41,0.68,<1 min,3,3,-1,0,unknown,no,0
34,25-34,unemployed,married,tertiary,582,Medium (500-2K),no,yes,no,cellular,9,feb,189,3.15,3-5 mins,3,3,-1,0,unknown,no,0
31,25-34,entrepreneur,single,secondary,937,Medium (500-2K),no,yes,no,cellular,9,feb,51,0.85,<1 min,3,3,-1,0,unknown,no,0
44,35-49,admin.,divorced,secondary,432,Low (0-500),no,no,no,cellular,9,feb,132,2.2,1-3 mins,3,3,-1,0,unknown,no,0
53,50-66,blue-collar,divorced,secondary,-376,Negative,no,yes,no,cellular,9,feb,90,1.5,1-3 mins,2,2,-1,0,unknown,no,0
52,50-66,management,married,tertiary,1646,Medium (500-2K),no,no,yes,cellular,9,feb,92,1.53,1-3 mins,3,3,-1,0,unknown,no,0
36,35-49,unemployed,single,secondary,115,Low (0-500),no,no,no,cellular,9,feb,71,1.18,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,blue-collar,married,primary,1389,Medium (500-2K),no,yes,no,cellular,9,feb,161,2.68,1-3 mins,5,5,-1,0,unknown,no,0
45,35-49,blue-collar,married,secondary,4365,High (2K+),no,no,yes,cellular,9,feb,45,0.75,<1 min,2,2,-1,0,unknown,no,0
48,35-49,blue-collar,married,primary,683,Medium (500-2K),no,yes,no,cellular,9,feb,144,2.4,1-3 mins,5,5,209,12,failure,no,0
46,35-49,services,married,secondary,692,Medium (500-2K),no,yes,no,cellular,9,feb,388,6.47,5-10 mins,3,3,257,2,failure,no,0
29,25-34,technician,single,tertiary,673,Medium (500-2K),no,yes,no,cellular,9,feb,835,13.92,10+ mins,3,3,-1,0,unknown,yes,1
28,25-34,services,single,secondary,217,Low (0-500),no,yes,no,cellular,9,feb,379,6.32,5-10 mins,3,3,-1,0,unknown,no,0
31,25-34,management,single,tertiary,43,Low (0-500),no,yes,no,cellular,9,feb,297,4.95,3-5 mins,7,7,-1,0,unknown,no,0
27,25-34,management,single,tertiary,406,Low (0-500),no,no,no,cellular,9,feb,269,4.48,3-5 mins,9,9,-1,0,unknown,no,0
49,35-49,unemployed,single,tertiary,631,Medium (500-2K),no,no,no,cellular,9,feb,140,2.33,1-3 mins,6,6,12,1,other,no,0
48,35-49,entrepreneur,married,tertiary,354,Low (0-500),no,yes,no,cellular,9,feb,37,0.62,<1 min,4,4,-1,0,unknown,no,0
31,25-34,blue-collar,single,secondary,42,Low (0-500),no,no,no,cellular,9,feb,473,7.88,5-10 mins,3,3,12,2,other,no,0
32,25-34,unemployed,single,tertiary,586,Medium (500-2K),no,yes,no,cellular,9,feb,12,0.2,<1 min,5,5,-1,0,unknown,no,0
27,25-34,unemployed,single,secondary,1301,Medium (500-2K),no,no,no,cellular,9,feb,817,13.62,10+ mins,5,5,-1,0,unknown,no,0
34,25-34,housemaid,married,tertiary,677,Medium (500-2K),no,no,no,cellular,9,feb,37,0.62,<1 min,2,2,-1,0,unknown,no,0
41,35-49,self-employed,divorced,tertiary,1256,Medium (500-2K),no,no,no,telephone,9,feb,147,2.45,1-3 mins,3,3,-1,0,unknown,no,0
27,25-34,unemployed,single,primary,799,Medium (500-2K),no,no,no,cellular,9,feb,106,1.77,1-3 mins,4,4,-1,0,unknown,no,0
30,25-34,self-employed,single,primary,163,Low (0-500),no,no,no,cellular,9,feb,224,3.73,3-5 mins,3,3,-1,0,unknown,no,0
51,50-66,management,married,tertiary,285,Low (0-500),no,no,no,cellular,9,feb,278,4.63,3-5 mins,2,2,-1,0,unknown,no,0
42,35-49,technician,single,secondary,49,Low (0-500),no,no,no,cellular,9,feb,7,0.12,<1 min,10,10,-1,0,unknown,no,0
30,25-34,management,single,tertiary,82,Low (0-500),no,no,no,cellular,9,feb,48,0.8,<1 min,3,3,-1,0,unknown,no,0
31,25-34,management,single,tertiary,153,Low (0-500),no,no,no,cellular,9,feb,65,1.08,1-3 mins,3,3,-1,0,unknown,no,0
45,35-49,unemployed,single,secondary,17609,High (2K+),no,no,no,cellular,9,feb,222,3.7,3-5 mins,6,6,-1,0,unknown,no,0
54,50-66,management,married,secondary,2895,High (2K+),no,yes,no,cellular,9,feb,20,0.33,<1 min,2,2,256,1,failure,no,0
49,35-49,housemaid,divorced,secondary,267,Low (0-500),no,no,no,telephone,9,feb,23,0.38,<1 min,5,5,-1,0,unknown,no,0
44,35-49,unemployed,married,primary,-43,Negative,yes,yes,no,cellular,9,feb,290,4.83,3-5 mins,6,6,-1,0,unknown,no,0
47,35-49,blue-collar,married,secondary,0,Negative,no,yes,no,cellular,9,feb,168,2.8,1-3 mins,4,4,180,2,other,no,0
34,25-34,blue-collar,single,primary,81,Low (0-500),yes,no,yes,cellular,9,feb,44,0.73,<1 min,2,2,-1,0,unknown,no,0
41,35-49,unemployed,married,secondary,5608,High (2K+),no,no,no,cellular,9,feb,64,1.07,1-3 mins,2,2,-1,0,unknown,no,0
44,35-49,self-employed,married,secondary,304,Low (0-500),no,yes,no,telephone,9,feb,15,0.25,<1 min,5,5,-1,0,unknown,no,0
40,35-49,blue-collar,married,primary,3462,High (2K+),no,yes,no,cellular,9,feb,171,2.85,1-3 mins,3,3,277,4,other,no,0
28,25-34,management,single,tertiary,385,Low (0-500),no,no,yes,cellular,9,feb,79,1.32,1-3 mins,4,4,193,7,failure,no,0
37,35-49,unemployed,married,secondary,356,Low (0-500),no,no,no,cellular,9,feb,33,0.55,<1 min,2,2,216,1,failure,no,0
33,25-34,blue-collar,married,secondary,93,Low (0-500),no,no,no,telephone,9,feb,211,3.52,3-5 mins,5,5,-1,0,unknown,no,0
26,25-34,services,single,secondary,1114,Medium (500-2K),no,no,no,cellular,9,feb,44,0.73,<1 min,2,2,-1,0,unknown,no,0
33,25-34,technician,single,secondary,0,Negative,no,yes,no,cellular,9,feb,91,1.52,1-3 mins,3,3,236,4,other,no,0
42,35-49,management,single,tertiary,1285,Medium (500-2K),no,yes,no,cellular,9,feb,21,0.35,<1 min,3,3,252,4,other,no,0
36,35-49,entrepreneur,married,secondary,546,Medium (500-2K),no,no,no,cellular,9,feb,297,4.95,3-5 mins,3,3,-1,0,unknown,no,0
49,35-49,services,married,secondary,320,Low (0-500),no,no,no,telephone,9,feb,1971,32.85,10+ mins,4,4,-1,0,unknown,yes,1
32,25-34,blue-collar,single,tertiary,358,Low (0-500),no,no,no,cellular,9,feb,103,1.72,1-3 mins,3,3,-1,0,unknown,no,0
32,25-34,management,single,tertiary,261,Low (0-500),no,no,no,cellular,9,feb,13,0.22,<1 min,5,5,-1,0,unknown,no,0
27,25-34,management,single,unknown,3196,High (2K+),no,no,no,cellular,9,feb,10,0.17,<1 min,2,2,-1,0,unknown,no,0
41,35-49,services,married,unknown,230,Low (0-500),no,yes,no,cellular,9,feb,155,2.58,1-3 mins,3,3,-1,0,unknown,no,0
41,35-49,unemployed,married,primary,819,Medium (500-2K),no,no,no,cellular,9,feb,244,4.07,3-5 mins,3,3,-1,0,unknown,no,0
51,50-66,admin.,married,secondary,-229,Negative,no,no,no,cellular,9,feb,18,0.3,<1 min,3,3,12,1,other,no,0
32,25-34,blue-collar,married,secondary,316,Low (0-500),no,yes,no,cellular,9,feb,14,0.23,<1 min,4,4,-1,0,unknown,no,0
32,25-34,management,single,tertiary,19985,High (2K+),no,no,no,cellular,9,feb,616,10.27,10+ mins,5,5,-1,0,unknown,no,0
29,25-34,technician,single,secondary,362,Low (0-500),no,no,no,cellular,9,feb,826,13.77,10+ mins,7,7,-1,0,unknown,no,0
31,25-34,technician,single,tertiary,830,Medium (500-2K),no,yes,no,cellular,9,feb,150,2.5,1-3 mins,3,3,-1,0,unknown,no,0
27,25-34,admin.,single,secondary,-172,Negative,no,no,yes,cellular,9,feb,125,2.08,1-3 mins,5,5,-1,0,unknown,no,0
25,25-34,management,married,tertiary,103,Low (0-500),no,no,no,cellular,10,feb,52,0.87,<1 min,9,9,-1,0,unknown,no,0
24,18-24,self-employed,single,unknown,1179,Medium (500-2K),no,no,no,cellular,10,feb,122,2.03,1-3 mins,1,1,-1,0,unknown,no,0
34,25-34,admin.,married,secondary,0,Negative,no,yes,no,cellular,10,feb,97,1.62,1-3 mins,1,1,85,1,failure,yes,1
53,50-66,management,married,tertiary,8627,High (2K+),no,no,no,cellular,10,feb,66,1.1,1-3 mins,1,1,-1,0,unknown,no,0
36,35-49,technician,married,tertiary,99,Low (0-500),no,yes,yes,cellular,10,feb,86,1.43,1-3 mins,1,1,85,1,failure,no,0
47,35-49,blue-collar,married,secondary,292,Low (0-500),no,no,no,cellular,10,feb,277,4.62,3-5 mins,1,1,-1,0,unknown,yes,1
42,35-49,technician,married,tertiary,757,Medium (500-2K),no,no,no,cellular,10,feb,154,2.57,1-3 mins,1,1,-1,0,unknown,yes,1
37,35-49,services,single,secondary,248,Low (0-500),no,yes,no,cellular,10,feb,77,1.28,1-3 mins,1,1,279,2,failure,no,0
38,35-49,management,married,tertiary,184,Low (0-500),no,no,no,cellular,10,feb,64,1.07,1-3 mins,2,2,188,2,failure,no,0
38,35-49,unemployed,married,tertiary,380,Low (0-500),no,no,no,cellular,10,feb,100,1.67,1-3 mins,1,1,-1,0,unknown,no,0
51,50-66,technician,married,tertiary,1347,Medium (500-2K),no,yes,yes,cellular,10,feb,160,2.67,1-3 mins,1,1,243,1,failure,yes,1
43,35-49,management,married,tertiary,40,Low (0-500),no,no,no,cellular,10,feb,147,2.45,1-3 mins,1,1,-1,0,unknown,yes,1
61,50-66,retired,married,tertiary,1257,Medium (500-2K),no,no,no,cellular,10,feb,503,8.38,5-10 mins,1,1,-1,0,unknown,yes,1
35,35-49,technician,single,secondary,1693,Medium (500-2K),no,yes,no,cellular,10,feb,515,8.58,5-10 mins,1,1,-1,0,unknown,yes,1
66,50-66,unemployed,single,primary,1323,Medium (500-2K),no,no,no,telephone,10,feb,207,3.45,3-5 mins,11,10,-1,0,unknown,no,0
38,35-49,management,divorced,tertiary,0,Negative,no,no,no,cellular,10,feb,49,0.82,<1 min,3,3,-1,0,unknown,no,0
40,35-49,blue-collar,married,secondary,5060,High (2K+),no,no,no,cellular,10,feb,154,2.57,1-3 mins,2,2,93,1,success,yes,1
59,50-66,blue-collar,married,primary,1723,Medium (500-2K),no,no,no,cellular,10,feb,39,0.65,<1 min,3,3,-1,0,unknown,no,0
27,25-34,admin.,married,tertiary,73,Low (0-500),no,no,no,cellular,10,feb,159,2.65,1-3 mins,1,1,-1,0,unknown,yes,1
31,25-34,management,divorced,tertiary,373,Low (0-500),no,no,no,cellular,10,feb,132,2.2,1-3 mins,6,6,-1,0,unknown,yes,1
44,35-49,technician,married,secondary,2981,High (2K+),no,yes,yes,cellular,10,feb,118,1.97,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,self-employed,married,tertiary,2012,High (2K+),no,no,no,cellular,10,feb,188,3.13,3-5 mins,7,7,-1,0,unknown,no,0
33,25-34,self-employed,married,tertiary,627,Medium (500-2K),no,yes,no,cellular,10,feb,208,3.47,3-5 mins,2,2,-1,0,unknown,no,0
32,25-34,student,single,tertiary,1138,Medium (500-2K),no,no,no,telephone,10,feb,402,6.7,5-10 mins,3,3,-1,0,unknown,yes,1
30,25-34,unemployed,single,tertiary,302,Low (0-500),no,no,no,cellular,11,feb,528,8.8,5-10 mins,3,3,-1,0,unknown,yes,1
57,50-66,technician,married,tertiary,2887,High (2K+),no,yes,no,cellular,11,feb,123,2.05,1-3 mins,1,1,-1,0,unknown,no,0
31,25-34,management,married,tertiary,3,Low (0-500),no,yes,yes,cellular,11,feb,331,5.52,5-10 mins,1,1,-1,0,unknown,yes,1
33,25-34,management,married,secondary,369,Low (0-500),no,no,no,cellular,11,feb,446,7.43,5-10 mins,1,1,-1,0,unknown,yes,1
69,67+,retired,married,primary,2346,High (2K+),no,no,no,cellular,11,feb,354,5.9,5-10 mins,2,2,-1,0,unknown,yes,1
39,35-49,management,married,secondary,363,Low (0-500),no,yes,yes,cellular,11,feb,67,1.12,1-3 mins,1,1,209,1,failure,no,0
31,25-34,admin.,single,secondary,554,Medium (500-2K),no,yes,no,cellular,11,feb,80,1.33,1-3 mins,1,1,6,1,failure,no,0
